"from_agg_id","level_id","to_agg_id"
1, 1, 1
2, 1, 2
3, 1, 3
4, 1, 4
5, 1, 5
6, 1, 6
7, 1, 7
8, 1, 8
9, 1, 9
10, 1, 10
11, 1, 11
12, 1, 12
13, 1, 13
14, 1, 14
15, 1, 15
16, 1, 16
17, 1, 17
18, 1, 18
19, 1, 19
20, 1, 20
21, 1, 21
22, 1, 22
23, 1, 23
24, 1, 24
25, 1, 25
26, 1, 26
27, 1, 27
28, 1, 28
29, 1, 29
30, 1, 30
31, 1, 31
32, 1, 32
33, 1, 33
34, 1, 34
35, 1, 35
36, 1, 36
37, 1, 37
38, 1, 38
39, 1, 39
40, 1, 40
41, 1, 41
42, 1, 42
43, 1, 43
44, 1, 44
45, 1, 45
46, 1, 46
47, 1, 47
48, 1, 48
49, 1, 49
50, 1, 50
51, 1, 51
52, 1, 52
53, 1, 53
54, 1, 54
1, 2, 1
2, 2, 1
3, 2, 1
4, 2, 2
5, 2, 2
6, 2, 2
7, 2, 3
8, 2, 3
9, 2, 3
10, 2, 4
11, 2, 4
12, 2, 4
13, 2, 5
14, 2, 5
15, 2, 5
16, 2, 6
17, 2, 6
18, 2, 6
19, 2, 7
20, 2, 7
21, 2, 7
22, 2, 8
23, 2, 8
24, 2, 8
25, 2, 9
26, 2, 9
27, 2, 9
28, 2, 10
29, 2, 10
30, 2, 10
31, 2, 11
32, 2, 11
33, 2, 11
34, 2, 12
35, 2, 12
36, 2, 12
37, 2, 13
38, 2, 13
39, 2, 13
40, 2, 14
41, 2, 14
42, 2, 14
43, 2, 15
44, 2, 15
45, 2, 15
46, 2, 16
47, 2, 16
48, 2, 16
49, 2, 17
50, 2, 17
51, 2, 17
52, 2, 18
53, 2, 18
54, 2, 18
1, 3, 1
2, 3, 1
3, 3, 1
4, 3, 1
5, 3, 1
6, 3, 1
7, 3, 1
8, 3, 2
9, 3, 2
10, 3, 2
11, 3, 2
12, 3, 2
13, 3, 2
14, 3, 2
15, 3, 2
16, 3, 2
17, 3, 2
18, 3, 3
1, 4, 1
2, 4, 2
3, 4, 3
1, 5, 1
2, 5, 1
3, 5, 1
1, 6, 1
